bank_txn_id,amount,currency,type,transaction_date,description,reference
BNK_D22FF55B,1944792,INR,CREDIT,2026-07-26T07:44:54Z,SETTLEMENT SET_1D38A2BE,SET_1D38A2BE
BNK_FE157D27,1878204,INR,CREDIT,2026-08-22T20:34:09Z,SETTLEMENT SET_FA213FA4,SET_FA213FA4
BNK_2D47759D,14646000,INR,CREDIT,2026-07-23T23:48:52Z,SETTLEMENT SET_9D1A0185,SET_9D1A0185
BNK_1C0F620F,1437164,INR,CREDIT,2026-08-19T07:01:38Z,SETTLEMENT SET_36019973,SET_36019973
BNK_8E362B5E,1080730,INR,CREDIT,2026-07-06T00:52:46Z,SETTLEMENT SET_AA336DBF,SET_AA336DBF
BNK_C75F54D3,1456887,INR,CREDIT,2026-08-07T05:42:28Z,SETTLEMENT SET_EC2FEED7,SET_EC2FEED7
BNK_F6C96011,1878840,INR,CREDIT,2026-08-18T08:55:17Z,SETTLEMENT SET_160B70B3,SET_160B70B3
BNK_082EAA21,186717,INR,CREDIT,2026-08-24T00:03:39Z,SETTLEMENT SET_B4AFD6C8,SET_B4AFD6C8
BNK_516FEB7D,282766,INR,CREDIT,2026-09-03T21:55:13Z,SETTLEMENT SET_588D884D,SET_588D884D
BNK_3542BE8C,463790,INR,CREDIT,2026-08-23T20:32:32Z,SETTLEMENT SET_786BD890,SET_786BD890
BNK_937E1F69,160092,INR,CREDIT,2026-07-15T19:22:02Z,SETTLEMENT SET_0B675E41,SET_0B675E41
BNK_0BC8095D,736790,INR,CREDIT,2026-08-26T15:45:53Z,SETTLEMENT SET_36CCAF7D,SET_36CCAF7D
BNK_EE07D8AB,1768749,INR,CREDIT,2026-08-18T12:48:55Z,SETTLEMENT SET_8255BC1F,SET_8255BC1F
BNK_82159E92,734449,INR,CREDIT,2026-07-16T01:21:09Z,SETTLEMENT SET_8C1F685C,SET_8C1F685C
BNK_867682D9,122102,INR,CREDIT,2026-08-20T23:16:39Z,SETTLEMENT SET_2AA255F0,SET_2AA255F0
BNK_A44BD71B,1761914,INR,CREDIT,2026-07-26T23:03:00Z,SETTLEMENT SET_2294AA5A,SET_2294AA5A
BNK_C6F8ECD2,606931,INR,CREDIT,2026-08-14T22:05:43Z,SETTLEMENT SET_CDADED59,SET_CDADED59
BNK_754FB210,1045764,INR,CREDIT,2026-07-26T01:17:52Z,SETTLEMENT SET_F9BCF39E,SET_F9BCF39E
BNK_4DABDFF7,-12196,INR,CREDIT,2026-07-31T07:32:59Z,SETTLEMENT SET_FFF0AEC7,SET_FFF0AEC7
BNK_FFF2F895,1862972,INR,CREDIT,2026-08-02T23:13:25Z,SETTLEMENT SET_6705A13D,SET_6705A13D
BNK_A8D92022,1044358,INR,CREDIT,2026-08-25T12:58:30Z,SETTLEMENT SET_B101A87A,SET_B101A87A
BNK_44C658CE,860011,INR,CREDIT,2026-07-19T12:41:23Z,SETTLEMENT SET_F2CB24D4,SET_F2CB24D4
BNK_5E410D4E,507193,INR,CREDIT,2026-08-17T16:44:03Z,SETTLEMENT SET_2584E50B,SET_2584E50B
BNK_09455470,1108019,INR,CREDIT,2026-08-08T01:24:45Z,SETTLEMENT SET_F9C16F33,SET_F9C16F33
BNK_9DC49ED1,882031,INR,CREDIT,2026-07-29T10:05:06Z,SETTLEMENT SET_CB96FAE5,SET_CB96FAE5
BNK_A7B84D76,-36558,INR,CREDIT,2026-07-27T11:48:54Z,SETTLEMENT SET_D20B6D2E,SET_D20B6D2E
BNK_8D215081,1812882,INR,CREDIT,2026-07-08T20:44:32Z,SETTLEMENT SET_4D6018CE,SET_4D6018CE
BNK_1AE3C8D4,-3162,INR,CREDIT,2026-07-11T23:40:59Z,SETTLEMENT SET_3C2C12CE,SET_3C2C12CE
BNK_54082B93,1192868,INR,CREDIT,2026-07-23T01:07:32Z,SETTLEMENT SET_2035C76F,SET_2035C76F
BNK_24FDE3AA,1247059,INR,CREDIT,2026-09-02T04:09:55Z,SETTLEMENT SET_689E046E,SET_689E046E
BNK_DEFF9D60,1499946,INR,CREDIT,2026-08-09T11:49:13Z,SETTLEMENT SET_5E956FAB,SET_5E956FAB
BNK_1CF04877,113068,INR,CREDIT,2026-07-11T05:53:49Z,SETTLEMENT SET_78140C4B,SET_78140C4B
BNK_298CF776,1596414,INR,CREDIT,2026-08-26T17:56:12Z,SETTLEMENT SET_F8951519,SET_F8951519
BNK_5356815F,562212,INR,CREDIT,2026-08-16T15:48:22Z,SETTLEMENT SET_C68C505A,SET_C68C505A
BNK_5A2F1427,672545,INR,CREDIT,2026-08-08T04:21:39Z,SETTLEMENT SET_BF73C310,SET_BF73C310
BNK_3715304B,803264,INR,CREDIT,2026-07-17T11:09:26Z,SETTLEMENT SET_6576CCC9,SET_6576CCC9
BNK_90B2CB0F,-5140,INR,CREDIT,2026-07-30T19:38:36Z,SETTLEMENT SET_C3B94B5E,SET_C3B94B5E
BNK_52C74230,1292968,INR,CREDIT,2026-08-12T17:51:45Z,SETTLEMENT SET_2BBE912A,SET_2BBE912A
BNK_35D48611,244100,INR,CREDIT,2026-08-28T12:41:08Z,SETTLEMENT SET_5F85636C,SET_5F85636C
BNK_F0CB4C50,150757,INR,CREDIT,2026-07-14T18:14:14Z,SETTLEMENT SET_6DD9C331,SET_6DD9C331
BNK_1020CEE3,1590263,INR,CREDIT,2026-08-15T02:11:15Z,SETTLEMENT SET_5642202B,SET_5642202B
BNK_C98DAFC2,465548,INR,CREDIT,2026-08-22T16:30:34Z,SETTLEMENT SET_591D88A8,SET_591D88A8
BNK_45513BDE,1569075,INR,CREDIT,2026-07-06T17:06:16Z,SETTLEMENT SET_A259EDE2,SET_A259EDE2
BNK_8183E23D,841829,INR,CREDIT,2026-08-05T18:01:35Z,SETTLEMENT SET_4A9F690D,SET_4A9F690D
BNK_EFFD1D32,1892704,INR,CREDIT,2026-08-26T22:48:22Z,SETTLEMENT SET_63660EF7,SET_63660EF7
BNK_77ED624F,1438921,INR,CREDIT,2026-08-20T09:44:11Z,SETTLEMENT SET_5A6D469A,SET_5A6D469A
BNK_16DDD035,134841,INR,CREDIT,2026-08-16T09:49:19Z,SETTLEMENT SET_71E3DB75,SET_71E3DB75
BNK_48F269C3,251814,INR,CREDIT,2026-08-09T07:24:06Z,SETTLEMENT SET_5C8F75F9,SET_5C8F75F9
BNK_2B9EB3A4,730893,INR,CREDIT,2026-08-31T10:42:47Z,SETTLEMENT SET_BE6323C6,SET_BE6323C6
BNK_F8495D67,1197996,INR,CREDIT,2026-07-07T17:17:36Z,SETTLEMENT SET_50D014B0,SET_50D014B0
BNK_93A9302D,1525625,INR,CREDIT,2026-07-13T04:07:18Z,SETTLEMENT SET_07B1F042,SET_07B1F042
BNK_B8560E71,574026,INR,CREDIT,2026-08-19T09:43:03Z,SETTLEMENT SET_AF904AF0,SET_AF904AF0
BNK_6FBC6E00,1395960,INR,CREDIT,2026-08-18T18:06:58Z,SETTLEMENT SET_93FA8C67,SET_93FA8C67
BNK_F0272504,1465577,INR,CREDIT,2026-07-10T13:48:13Z,SETTLEMENT SET_C6851779,SET_C6851779
BNK_B88BD13E,1841881,INR,CREDIT,2026-08-23T22:31:55Z,SETTLEMENT SET_C6D65CE1,SET_C6D65CE1
BNK_DC059115,1621994,INR,CREDIT,2026-08-03T19:50:28Z,SETTLEMENT SET_90CB3CF6,SET_90CB3CF6
BNK_1CB0F7EF,1791792,INR,CREDIT,2026-08-01T04:07:08Z,SETTLEMENT SET_CCA6A970,SET_CCA6A970
BNK_B3A3B44B,138552,INR,CREDIT,2026-07-16T07:09:21Z,SETTLEMENT SET_48FECC75,SET_48FECC75
BNK_A3513A06,258844,INR,CREDIT,2026-08-30T00:53:26Z,SETTLEMENT SET_B7027F5A,SET_B7027F5A
BNK_10418BE6,1839124,INR,CREDIT,2026-08-14T06:14:18Z,SETTLEMENT SET_33FF2E36,SET_33FF2E36
BNK_54C611D8,1843246,INR,CREDIT,2026-07-18T00:44:06Z,SETTLEMENT SET_B3BB8AAB,SET_B3BB8AAB
BNK_A9BBE3FA,828219,INR,CREDIT,2026-08-16T04:31:47Z,SETTLEMENT SET_32A72E94,SET_32A72E94
BNK_A6212C5D,1108898,INR,CREDIT,2026-07-08T09:42:17Z,SETTLEMENT SET_0AE3C4C4,SET_0AE3C4C4
BNK_980E1734,946425,INR,CREDIT,2026-07-07T17:57:55Z,SETTLEMENT SET_E41E7098,SET_E41E7098
BNK_F95A1DE9,1326147,INR,CREDIT,2026-08-13T21:44:32Z,SETTLEMENT SET_6EDA8265,SET_6EDA8265
BNK_156FBEC9,-8580,INR,CREDIT,2026-08-02T04:52:29Z,SETTLEMENT SET_30E0A094,SET_30E0A094
BNK_1CAD16B2,1753127,INR,CREDIT,2026-08-23T13:44:37Z,SETTLEMENT SET_E40A018A,SET_E40A018A
BNK_C29C71CD,1713290,INR,CREDIT,2026-09-03T03:56:01Z,SETTLEMENT SET_4B7E752C,SET_4B7E752C
BNK_74138B90,1389808,INR,CREDIT,2026-08-30T19:45:15Z,SETTLEMENT SET_34F6C93C,SET_34F6C93C
BNK_E9807C27,462033,INR,CREDIT,2026-08-25T06:36:31Z,SETTLEMENT SET_5C8A2943,SET_5C8A2943
BNK_FE433837,1919993,INR,CREDIT,2026-07-27T16:56:40Z,SETTLEMENT SET_485213F0,SET_485213F0
BNK_56DDA95A,918109,INR,CREDIT,2026-08-01T03:46:30Z,SETTLEMENT SET_CD6CB72E,SET_CD6CB72E
BNK_32B46148,1115880,INR,CREDIT,2026-08-11T23:34:26Z,SETTLEMENT SET_4C33434B,SET_4C33434B
BNK_AB2BF52C,602244,INR,CREDIT,2026-07-10T08:34:15Z,SETTLEMENT SET_3E6B9FB6,SET_3E6B9FB6
BNK_30B3D302,1687901,INR,CREDIT,2026-08-03T18:05:06Z,SETTLEMENT SET_6033C7B8,SET_6033C7B8
BNK_BE813FB6,-32053,INR,CREDIT,2026-07-29T22:16:47Z,SETTLEMENT SET_09E9FA28,SET_09E9FA28
BNK_1429E3CE,-32103,INR,CREDIT,2026-08-03T13:35:25Z,SETTLEMENT SET_AEA6AC88,SET_AEA6AC88
BNK_88799003,-18823,INR,CREDIT,2026-07-28T23:10:13Z,SETTLEMENT SET_4F838652,SET_4F838652
BNK_AFF4F9EF,1711630,INR,CREDIT,2026-07-11T17:44:34Z,SETTLEMENT SET_C886452A,SET_C886452A
BNK_5657326E,413896,INR,CREDIT,2026-08-14T08:30:30Z,SETTLEMENT SET_1872EDA4,SET_1872EDA4
BNK_0F4A4D7E,56827,INR,CREDIT,2026-07-09T19:54:28Z,SETTLEMENT SET_0E9B405A,SET_0E9B405A
BNK_2F14F7B2,362635,INR,CREDIT,2026-08-02T17:12:07Z,SETTLEMENT SET_64D4D315,SET_64D4D315
BNK_DD51AAC9,147437,INR,CREDIT,2026-07-14T06:05:17Z,SETTLEMENT SET_EA6E83E0,SET_EA6E83E0
BNK_87574DF1,58584000,INR,CREDIT,2026-08-03T00:25:15Z,SETTLEMENT SET_064E86F1,SET_064E86F1
BNK_C5F90970,1008719,INR,CREDIT,2026-08-29T18:23:53Z,SETTLEMENT SET_C8E01C53,SET_C8E01C53
BNK_0894F079,1262776,INR,CREDIT,2026-07-22T00:39:32Z,SETTLEMENT SET_A22C204F,SET_A22C204F
BNK_88A00FD8,682406,INR,CREDIT,2026-07-25T08:47:22Z,SETTLEMENT SET_07C2F63B,SET_07C2F63B
BNK_2E84FDA7,1651581,INR,CREDIT,2026-07-31T17:05:37Z,SETTLEMENT SET_0985EB1F,SET_0985EB1F
BNK_4EC25B51,1933077,INR,CREDIT,2026-08-02T09:02:58Z,SETTLEMENT SET_D84876C9,SET_D84876C9
BNK_A6D96260,25875,INR,CREDIT,2026-08-08T15:02:25Z,SETTLEMENT SET_40E255FE,SET_40E255FE
BNK_9159D17D,1353193,INR,CREDIT,2026-08-02T22:23:02Z,SETTLEMENT SET_6FD3EC2C,SET_6FD3EC2C
BNK_5CF42F58,807874,INR,CREDIT,2026-09-02T02:03:36Z,SETTLEMENT SET_6932BC93,SET_6932BC93
BNK_F3D1A9DB,1168458,INR,CREDIT,2026-07-22T02:37:12Z,SETTLEMENT SET_7A3EF1CE,SET_7A3EF1CE
BNK_BF6542E3,150659,INR,CREDIT,2026-08-03T15:18:26Z,SETTLEMENT SET_DE3836E0,SET_DE3836E0
BNK_9B5EBF90,1410898,INR,CREDIT,2026-07-12T17:13:06Z,SETTLEMENT SET_724BAFB3,SET_724BAFB3
BNK_62CD04DF,361224,INR,CREDIT,2026-07-15T04:13:03Z,SETTLEMENT SET_FA7B07F7,SET_FA7B07F7
BNK_09F104F9,938809,INR,CREDIT,2026-08-18T18:20:13Z,SETTLEMENT SET_42585600,SET_42585600
BNK_9F7EB8D2,317419,INR,CREDIT,2026-08-01T23:40:00Z,SETTLEMENT SET_180DF68A,SET_180DF68A
BNK_3F50CA8E,950133,INR,CREDIT,2026-07-23T12:50:25Z,SETTLEMENT SET_5A964A36,SET_5A964A36
BNK_BD0394DE,577751,INR,CREDIT,2026-07-16T05:44:24Z,SETTLEMENT SET_E24B33B5,SET_E24B33B5
BNK_C78C6272,18357,INR,CREDIT,2026-08-31T01:34:34Z,SETTLEMENT SET_B40E3E50,SET_B40E3E50
BNK_18B42BE5,411553,INR,CREDIT,2026-07-27T04:43:54Z,SETTLEMENT SET_CB85B54A,SET_CB85B54A
BNK_0154F6D6,1245692,INR,CREDIT,2026-08-12T13:28:23Z,SETTLEMENT SET_893306E9,SET_893306E9
BNK_C1EFDF7F,1768749,INR,CREDIT,2026-07-24T13:16:31Z,SETTLEMENT SET_0B61377B,SET_0B61377B
BNK_8A72E033,377477,INR,CREDIT,2026-07-09T08:02:36Z,SETTLEMENT SET_80EA2EB6,SET_80EA2EB6
BNK_45458FDD,82704,INR,CREDIT,2026-08-26T18:16:10Z,SETTLEMENT SET_18E0B92B,SET_18E0B92B
BNK_DBFB1CEB,1221899,INR,CREDIT,2026-08-19T05:24:57Z,SETTLEMENT SET_F11FFFAC,SET_F11FFFAC
BNK_F58753A1,1109220,INR,CREDIT,2026-09-03T21:03:59Z,SETTLEMENT SET_61D6DAE3,SET_61D6DAE3
BNK_DE0824B0,622455,INR,CREDIT,2026-08-17T12:57:42Z,SETTLEMENT SET_F745F815,SET_F745F815
BNK_AD5C1727,786251,INR,CREDIT,2026-07-31T09:38:07Z,SETTLEMENT SET_504DC1B8,SET_504DC1B8
BNK_A161D5FC,294879,INR,CREDIT,2026-08-10T02:57:13Z,SETTLEMENT SET_B1467859,SET_B1467859
BNK_97A600CE,674050,INR,CREDIT,2026-07-31T19:48:26Z,SETTLEMENT SET_33A9D888,SET_33A9D888
BNK_D62DEEFC,965367,INR,CREDIT,2026-07-28T06:29:57Z,SETTLEMENT SET_06DF30E3,SET_06DF30E3
BNK_56DB3466,177510,INR,CREDIT,2026-07-26T10:35:17Z,SETTLEMENT SET_66AF5A2F,SET_66AF5A2F
BNK_94FFE3BB,1264438,INR,CREDIT,2026-08-18T12:49:03Z,SETTLEMENT SET_1BF05902,SET_1BF05902
BNK_A2B5E5F1,1190427,INR,CREDIT,2026-07-27T18:10:34Z,SETTLEMENT SET_618E8BC3,SET_618E8BC3
BNK_D5548D93,579982,INR,CREDIT,2026-07-28T20:06:20Z,SETTLEMENT SET_ADB4EB20,SET_ADB4EB20
BNK_76E1F45C,1004716,INR,CREDIT,2026-08-24T17:08:09Z,SETTLEMENT SET_D7735193,SET_D7735193
BNK_FE588E13,-33611,INR,CREDIT,2026-07-11T12:22:45Z,SETTLEMENT SET_6C0468D9,SET_6C0468D9
BNK_F86D4149,972788,INR,CREDIT,2026-08-23T13:46:39Z,SETTLEMENT SET_FC49F723,SET_FC49F723
BNK_61C12E68,783073,INR,CREDIT,2026-07-15T20:47:20Z,SETTLEMENT SET_05BFE77F,SET_05BFE77F
BNK_F209F679,363219,INR,CREDIT,2026-08-21T21:58:26Z,SETTLEMENT SET_D9983B53,SET_D9983B53
BNK_AE8108A8,172823,INR,CREDIT,2026-08-02T06:36:12Z,SETTLEMENT SET_3B5FCCDF,SET_3B5FCCDF
BNK_2F1D306F,331908,INR,CREDIT,2026-07-15T06:23:49Z,SETTLEMENT SET_52358FAA,SET_52358FAA
BNK_45DB0138,1904078,INR,CREDIT,2026-08-17T03:51:56Z,SETTLEMENT SET_65A53E55,SET_65A53E55
BNK_BB7E2E49,1480711,INR,CREDIT,2026-08-20T16:02:39Z,SETTLEMENT SET_90348E44,SET_90348E44
BNK_F2D5CB01,777996,INR,CREDIT,2026-07-08T16:27:23Z,SETTLEMENT SET_83A21A7D,SET_83A21A7D
BNK_56D86DDF,533113,INR,CREDIT,2026-07-22T01:24:21Z,SETTLEMENT SET_EEB36CDE,SET_EEB36CDE
BNK_9D9DA3C4,495677,INR,CREDIT,2026-08-04T21:44:44Z,SETTLEMENT SET_17CA973F,SET_17CA973F
BNK_2311B725,911640,INR,CREDIT,2026-07-07T18:32:24Z,SETTLEMENT SET_247058FA,SET_247058FA
BNK_84D27D79,465646,INR,CREDIT,2026-07-17T16:03:12Z,SETTLEMENT SET_488D4808,SET_488D4808
BNK_2006D3FF,1646049,INR,CREDIT,2026-08-24T10:21:46Z,SETTLEMENT SET_723E6D4F,SET_723E6D4F
BNK_C43935E4,720584,INR,CREDIT,2026-08-11T00:53:10Z,SETTLEMENT SET_DF41DB41,SET_DF41DB41
BNK_DFDE9F01,1144146,INR,CREDIT,2026-08-06T08:16:30Z,SETTLEMENT SET_9529DD09,SET_9529DD09
BNK_7266EAAA,143141,INR,CREDIT,2026-07-12T17:13:32Z,SETTLEMENT SET_FE0DF04E,SET_FE0DF04E
BNK_418FF88B,1059492,INR,CREDIT,2026-07-10T22:24:04Z,SETTLEMENT SET_7220A724,SET_7220A724
BNK_3D89DD90,10643,INR,CREDIT,2026-08-23T09:30:53Z,SETTLEMENT SET_195A273F,SET_195A273F
BNK_40585610,-34507,INR,CREDIT,2026-07-29T01:06:59Z,SETTLEMENT SET_95C8652E,SET_95C8652E
BNK_A4127C56,804847,INR,CREDIT,2026-07-16T18:02:49Z,SETTLEMENT SET_833450D0,SET_833450D0
BNK_D72194EA,639347,INR,CREDIT,2026-08-14T19:22:48Z,SETTLEMENT SET_769DCC16,SET_769DCC16
BNK_47D1C9E8,1652167,INR,CREDIT,2026-07-17T03:43:35Z,SETTLEMENT SET_DA2EADA9,SET_DA2EADA9
BNK_DD9FBB67,1217719,INR,CREDIT,2026-07-28T14:43:11Z,SETTLEMENT SET_B731CAC2,SET_B731CAC2
BNK_11D1E30A,736304,INR,CREDIT,2026-08-25T12:02:10Z,SETTLEMENT SET_FE01CB58,SET_FE01CB58
BNK_86977680,694514,INR,CREDIT,2026-08-06T08:12:55Z,SETTLEMENT SET_57AFF3FF,SET_57AFF3FF
BNK_3FE78EBA,1578837,INR,CREDIT,2026-08-21T14:42:02Z,SETTLEMENT SET_234258A8,SET_234258A8
BNK_2D59A424,470332,INR,CREDIT,2026-08-15T16:06:26Z,SETTLEMENT SET_0559BE11,SET_0559BE11
BNK_A4C71518,882861,INR,CREDIT,2026-07-16T10:37:22Z,SETTLEMENT SET_1536CDA7,SET_1536CDA7
BNK_A8B77ABB,379134,INR,CREDIT,2026-07-04T09:19:20Z,SETTLEMENT SET_C5A6F718,SET_C5A6F718
BNK_A3E2154C,720681,INR,CREDIT,2026-08-15T15:29:33Z,SETTLEMENT SET_6D2F7560,SET_6D2F7560
BNK_8126D74E,670006,INR,CREDIT,2026-08-02T06:33:36Z,SETTLEMENT SET_679E638C,SET_679E638C
BNK_5828499A,188641,INR,CREDIT,2026-08-18T20:51:04Z,SETTLEMENT SET_E77C55E8,SET_E77C55E8
BNK_70655CA3,1742093,INR,CREDIT,2026-07-10T23:59:41Z,SETTLEMENT SET_4F9A4425,SET_4F9A4425
BNK_9750F53F,429812,INR,CREDIT,2026-08-16T07:12:07Z,SETTLEMENT SET_2380E984,SET_2380E984
BNK_090145A1,574417,INR,CREDIT,2026-08-09T17:42:49Z,SETTLEMENT SET_FBB66B3E,SET_FBB66B3E
BNK_28AB4B46,1113289,INR,CREDIT,2026-07-28T19:23:34Z,SETTLEMENT SET_5AB4B150,SET_5AB4B150
BNK_3F1953CA,795181,INR,CREDIT,2026-08-06T02:09:21Z,SETTLEMENT SET_E6F601C9,SET_E6F601C9
BNK_F3317F82,1200484,INR,CREDIT,2026-08-22T20:41:32Z,SETTLEMENT SET_06EE5341,SET_06EE5341
BNK_8007E7F6,136883,INR,CREDIT,2026-08-27T20:54:19Z,SETTLEMENT SET_B55EFB78,SET_B55EFB78
BNK_5BF2835F,1205171,INR,CREDIT,2026-08-17T14:59:30Z,SETTLEMENT SET_03D95197,SET_03D95197
BNK_5D9040FF,1856918,INR,CREDIT,2026-08-30T12:58:30Z,SETTLEMENT SET_C480A328,SET_C480A328
BNK_445F7391,1382973,INR,CREDIT,2026-08-21T21:39:48Z,SETTLEMENT SET_5C38CE81,SET_5C38CE81
BNK_6F1DE187,29292000,INR,CREDIT,2026-07-12T14:05:11Z,SETTLEMENT SET_9649F4E3,SET_9649F4E3
BNK_84890296,1395764,INR,CREDIT,2026-08-09T01:47:48Z,SETTLEMENT SET_A78E4E31,SET_A78E4E31
BNK_86086083,751536,INR,CREDIT,2026-07-31T10:50:29Z,SETTLEMENT SET_DB372831,SET_DB372831
BNK_CF4618FE,1842858,INR,CREDIT,2026-08-26T05:53:17Z,SETTLEMENT SET_8660CD7F,SET_8660CD7F
BNK_17B24678,581056,INR,CREDIT,2026-08-02T17:31:29Z,SETTLEMENT SET_4F919066,SET_4F919066
BNK_368206CE,1491726,INR,CREDIT,2026-08-03T12:11:35Z,SETTLEMENT SET_4A565E55,SET_4A565E55
BNK_83087D6C,1745405,INR,CREDIT,2026-08-17T18:13:19Z,SETTLEMENT SET_3533ECD8,SET_3533ECD8
BNK_5465AF48,1852912,INR,CREDIT,2026-07-15T13:11:47Z,SETTLEMENT SET_4CA74980,SET_4CA74980
BNK_240F8CE3,128592,INR,CREDIT,2026-08-22T16:20:12Z,SETTLEMENT SET_92364AB3,SET_92364AB3
BNK_DB8459E4,-44049,INR,CREDIT,2026-08-20T04:54:13Z,SETTLEMENT SET_BDDA052B,SET_BDDA052B
BNK_A1F97FCF,987629,INR,CREDIT,2026-09-03T03:07:12Z,SETTLEMENT SET_1334852D,SET_1334852D
BNK_0F8F6DCA,823220,INR,CREDIT,2026-08-08T01:49:21Z,SETTLEMENT SET_19F38E1E,SET_19F38E1E
BNK_457FE5CC,921234,INR,CREDIT,2026-07-20T02:58:56Z,SETTLEMENT SET_F7C42588,SET_F7C42588
BNK_593F484B,595409,INR,CREDIT,2026-08-01T16:24:39Z,SETTLEMENT SET_80731528,SET_80731528
BNK_8002B403,772233,INR,CREDIT,2026-08-28T15:32:43Z,SETTLEMENT SET_63012262,SET_63012262
BNK_B0F1CA2B,449390,INR,CREDIT,2026-08-14T21:06:52Z,SETTLEMENT SET_D0030514,SET_D0030514
BNK_8F0A55D2,1586260,INR,CREDIT,2026-08-18T08:41:48Z,SETTLEMENT SET_50E64E83,SET_50E64E83
BNK_CA59BBA2,1441167,INR,CREDIT,2026-07-31T20:18:23Z,SETTLEMENT SET_81F3F2BC,SET_81F3F2BC
BNK_127697A8,763448,INR,CREDIT,2026-08-22T09:04:36Z,SETTLEMENT SET_3169C124,SET_3169C124
BNK_DE380B4D,212075,INR,CREDIT,2026-08-18T04:36:45Z,SETTLEMENT SET_249F9C2F,SET_249F9C2F
BNK_B8631350,801625,INR,CREDIT,2026-08-28T03:52:02Z,SETTLEMENT SET_8BAACE34,SET_8BAACE34
BNK_2A2F5D9E,805628,INR,CREDIT,2026-07-12T02:36:36Z,SETTLEMENT SET_63821AE1,SET_63821AE1
BNK_11C2B6B1,1529726,INR,CREDIT,2026-07-07T03:50:36Z,SETTLEMENT SET_669DD1EF,SET_669DD1EF
BNK_6C641326,246930,INR,CREDIT,2026-08-05T06:25:54Z,SETTLEMENT SET_2DA4A116,SET_2DA4A116
BNK_8E414500,839751,INR,CREDIT,2026-07-13T11:31:54Z,SETTLEMENT SET_82125FD5,SET_82125FD5
BNK_38D4D202,1163674,INR,CREDIT,2026-07-16T19:02:08Z,SETTLEMENT SET_D27259AA,SET_D27259AA
BNK_0C05F698,1731841,INR,CREDIT,2026-07-12T00:54:51Z,SETTLEMENT SET_6E7F634A,SET_6E7F634A
BNK_0C640B51,334320,INR,CREDIT,2026-08-01T17:29:18Z,SETTLEMENT SET_BDA3550A,SET_BDA3550A
BNK_D42D4AA8,1588115,INR,CREDIT,2026-08-27T08:59:52Z,SETTLEMENT SET_E4EDE150,SET_E4EDE150
BNK_85DEA494,495838,INR,CREDIT,2026-08-24T19:48:28Z,SETTLEMENT SET_F159128F,SET_F159128F
BNK_10E31D06,788736,INR,CREDIT,2026-08-07T10:28:59Z,SETTLEMENT SET_4010F928,SET_4010F928
BNK_1333329A,536891,INR,CREDIT,2026-07-10T20:55:35Z,SETTLEMENT SET_0D428927,SET_0D428927
BNK_6919155C,170504,INR,CREDIT,2026-08-18T22:24:47Z,SETTLEMENT SET_2C0DC429,SET_2C0DC429
BNK_F230BBF4,342522,INR,CREDIT,2026-08-13T00:14:51Z,SETTLEMENT SET_C28A5D04,SET_C28A5D04
BNK_7C04ED42,-33325,INR,CREDIT,2026-08-07T20:49:49Z,SETTLEMENT SET_88F67931,SET_88F67931
BNK_0E6F33AC,1698839,INR,CREDIT,2026-07-15T13:46:05Z,SETTLEMENT SET_D8DB2049,SET_D8DB2049
BNK_F97C47AF,247420,INR,CREDIT,2026-08-28T14:15:40Z,SETTLEMENT SET_9614E607,SET_9614E607
BNK_9D4A5FC3,1019069,INR,CREDIT,2026-07-20T12:35:34Z,SETTLEMENT SET_6E017ABC,SET_6E017ABC
BNK_CAF4D819,334710,INR,CREDIT,2026-08-07T11:37:39Z,SETTLEMENT SET_997D23EF,SET_997D23EF
BNK_FECE2FA4,1931710,INR,CREDIT,2026-07-24T09:38:09Z,SETTLEMENT SET_1A04D01C,SET_1A04D01C
BNK_6A74EC68,457834,INR,CREDIT,2026-08-06T21:36:16Z,SETTLEMENT SET_847525A0,SET_847525A0
BNK_EAFBFD41,977670,INR,CREDIT,2026-07-09T06:53:27Z,SETTLEMENT SET_2879D790,SET_2879D790
BNK_84C5D002,915689,INR,CREDIT,2026-08-28T22:46:31Z,SETTLEMENT SET_7A47C1D6,SET_7A47C1D6
BNK_EE1AD07D,483466,INR,CREDIT,2026-08-12T15:22:41Z,SETTLEMENT SET_715CD150,SET_715CD150
BNK_8E9E1E94,846394,INR,CREDIT,2026-08-09T12:42:18Z,SETTLEMENT SET_C48F6E96,SET_C48F6E96
BNK_DBECB2D7,35249,INR,CREDIT,2026-07-03T05:14:47Z,SETTLEMENT SET_A45A3F1C,SET_A45A3F1C
BNK_91A628B8,1600978,INR,CREDIT,2026-07-15T00:04:21Z,SETTLEMENT SET_0FF49B23,SET_0FF49B23
BNK_C6E7442F,311277,INR,CREDIT,2026-07-28T12:49:18Z,SETTLEMENT SET_8FDA21E5,SET_8FDA21E5
BNK_30871CD4,1550914,INR,CREDIT,2026-08-09T23:55:23Z,SETTLEMENT SET_01425453,SET_01425453
BNK_A4EFCDC8,33882,INR,CREDIT,2026-08-04T04:36:38Z,SETTLEMENT SET_C6A3FAA0,SET_C6A3FAA0
BNK_4DBBADC1,61709,INR,CREDIT,2026-08-27T13:58:41Z,SETTLEMENT SET_4F2D8295,SET_4F2D8295
BNK_5127C570,89243,INR,CREDIT,2026-08-27T06:25:10Z,SETTLEMENT SET_005572E8,SET_005572E8
BNK_E4221F79,1009891,INR,CREDIT,2026-08-24T09:12:56Z,SETTLEMENT SET_17932B6E,SET_17932B6E
