settlement_id,merchant_id,gross_amount,fees,tax,refunds,chargebacks,adjustments,net_amount,currency,status,created_at,payment_reference
SET_DE3836E0,MERCH_017,154300,3086,555,0,0,0,150659,INR,PROCESSED,2026-08-03T15:18:26Z,REF-PAY_A80A045C
SET_724BAFB3,MERCH_028,1445000,28900,5202,0,0,0,1410898,INR,PROCESSED,2026-07-12T17:13:06Z,REF-PAY_D0274358
SET_FA7B07F7,MERCH_034,371900,7438,1338,0,0,0,361224,INR,PROCESSED,2026-07-15T04:13:03Z,REF-PAY_7E58B10B
SET_42585600,MERCH_012,961500,19230,3461,0,0,0,938809,INR,PROCESSED,2026-08-18T18:20:13Z,REF-PAY_36EDE9EA-TYPO
SET_180DF68A,MERCH_010,359400,7188,1293,0,0,0,317419,INR,PROCESSED,2026-08-01T23:40:00Z,REF-PAY_6229C43C
SET_5A964A36,MERCH_026,973200,19464,3503,0,0,0,950133,INR,PROCESSED,2026-07-23T12:50:25Z,REF-PAY_3783CDA3
SET_E24B33B5,MERCH_048,595300,11906,2143,0,0,0,577751,INR,PROCESSED,2026-07-16T05:44:24Z,REF-PAY_0C834266
SET_B40E3E50,MERCH_034,18800,376,67,0,0,0,18357,INR,PROCESSED,2026-08-31T01:34:34Z,REF-PAY_C64E117B
SET_CB85B54A,MERCH_031,421500,8430,1517,0,0,0,411553,INR,PROCESSED,2026-07-27T04:43:54Z,REF-PAY_34750ED8
SET_893306E9,MERCH_048,1275800,25516,4592,0,0,0,1245692,INR,PROCESSED,2026-08-12T13:28:23Z,REF-PAY_EA486A9D
SET_0B61377B,MERCH_024,1811500,36230,6521,0,0,0,1768749,INR,PROCESSED,2026-07-24T13:16:31Z,REF-PAY_2C7AB3DC
SET_80EA2EB6,MERCH_007,386600,7732,1391,0,0,0,377477,INR,PROCESSED,2026-07-09T08:02:36Z,REF-PAY_BB7E6D16
SET_18E0B92B,MERCH_022,173600,3472,624,86800,0,0,82704,INR,PROCESSED,2026-08-26T18:16:10Z,REF-PAY_3C4C323C
SET_F11FFFAC,MERCH_027,1275500,25510,4591,0,0,0,1221899,INR,PROCESSED,2026-08-19T05:24:57Z,REF-PAY_B6E959C8
SET_61D6DAE3,MERCH_011,1160200,23204,4176,0,0,0,1109220,INR,PROCESSED,2026-09-03T21:03:59Z,REF-PAY_7798738B
SET_F745F815,MERCH_041,637500,12750,2295,0,0,0,622455,INR,PROCESSED,2026-08-17T12:57:42Z,REF-PAY_E1315909
SET_504DC1B8,MERCH_049,1650400,33008,5941,825200,0,0,786251,INR,PROCESSED,2026-07-31T09:38:07Z,REF-PAY_76A4082C
SET_B1467859,MERCH_010,318700,6374,1147,0,0,0,294879,INR,PROCESSED,2026-08-10T02:57:13Z,REF-PAY_75B81F71
SET_33A9D888,MERCH_035,735200,14704,2646,0,0,0,674050,INR,PROCESSED,2026-07-31T19:48:26Z,REF-PAY_93C256D2
SET_06DF30E3,MERCH_032,988700,19774,3559,0,0,0,965367,INR,PROCESSED,2026-07-28T06:29:57Z,REF-PAY_541D9BD0
SET_66AF5A2F,MERCH_027,181800,3636,654,0,0,0,177510,INR,PROCESSED,2026-07-26T10:35:17Z,REF-PAY_BF6312C8
SET_1BF05902,MERCH_044,1295000,25900,4662,0,0,0,1264438,INR,PROCESSED,2026-08-18T12:49:03Z,REF-PAY_5CC11FEA
SET_618E8BC3,MERCH_033,1219200,24384,4389,0,0,0,1190427,INR,PROCESSED,2026-07-27T18:10:34Z,REF-PAY_DB1CEFC3
SET_ADB4EB20,MERCH_009,594000,11880,2138,0,0,0,579982,INR,PROCESSED,2026-07-28T20:06:20Z,REF-PAY_BF27DC28
SET_D7735193,MERCH_002,1029000,20580,3704,0,0,0,1004716,INR,PROCESSED,2026-08-24T17:08:09Z,REF-PAY_961B751A
SET_6C0468D9,MERCH_040,1424200,28484,5127,0,1424200,0,-33611,INR,PROCESSED,2026-07-11T12:22:45Z,REF-PAY_8D1AD0F5
SET_FC49F723,MERCH_026,996300,19926,3586,0,0,0,972788,INR,PROCESSED,2026-08-23T13:46:39Z,REF-PAY_AA9F0CDC
SET_05BFE77F,MERCH_024,802000,16040,2887,0,0,0,783073,INR,PROCESSED,2026-07-15T20:47:20Z,REF-PAY_412CB313
SET_D9983B53,MERCH_010,372100,7442,1339,0,0,0,363219,INR,PROCESSED,2026-08-21T21:58:26Z,REF-PAY_0D91BD84
SET_3B5FCCDF,MERCH_047,177000,3540,637,0,0,0,172823,INR,PROCESSED,2026-08-02T06:36:12Z,REF-PAY_3BFF9235
SET_52358FAA,MERCH_029,696700,13934,2508,348350,0,0,331908,INR,PROCESSED,2026-07-15T06:23:49Z,REF-PAY_D7A5767F
SET_65A53E55,MERCH_012,1950100,39002,7020,0,0,0,1904078,INR,PROCESSED,2026-08-17T03:51:56Z,REF-PAY_71E09DFE
SET_90348E44,MERCH_027,1516500,30330,5459,0,0,0,1480711,INR,PROCESSED,2026-08-20T16:02:39Z,REF-PAY_D6CE366E
SET_83A21A7D,MERCH_042,796800,15936,2868,0,0,0,777996,INR,PROCESSED,2026-07-08T16:27:23Z,SETTLE-MERCH_042-BULK
SET_EEB36CDE,MERCH_046,546100,10922,1965,0,0,0,533113,INR,PROCESSED,2026-07-22T01:24:21Z,REF-PAY_B9DCAE1B
SET_17CA973F,MERCH_012,513700,10274,1849,0,0,0,495677,INR,PROCESSED,2026-08-04T21:44:44Z,REF-PAY_84643220
SET_247058FA,MERCH_005,1913600,38272,6888,956800,0,0,911640,INR,PROCESSED,2026-07-07T18:32:24Z,REF-PAY_BBE40B34
SET_488D4808,MERCH_024,476900,9538,1716,0,0,0,465646,INR,PROCESSED,2026-07-17T16:03:12Z,REF-PAY_E0234F6B
SET_723E6D4F,MERCH_043,1718300,34366,6185,0,0,0,1646049,INR,PROCESSED,2026-08-24T10:21:46Z,REF-PAY_4C055F82
SET_DF41DB41,MERCH_041,738000,14760,2656,0,0,0,720584,INR,PROCESSED,2026-08-11T00:53:10Z,REF-PAY_E741086F
SET_9529DD09,MERCH_012,1171800,23436,4218,0,0,0,1144146,INR,PROCESSED,2026-08-06T08:16:30Z,REF-PAY_8580F507
SET_FE0DF04E,MERCH_046,146600,2932,527,0,0,0,143141,INR,PROCESSED,2026-07-12T17:13:32Z,REF-PAY_079A4074
SET_7220A724,MERCH_018,1085100,21702,3906,0,0,0,1059492,INR,PROCESSED,2026-07-10T22:24:04Z,REF-PAY_325BEB49
SET_195A273F,MERCH_047,10900,218,39,0,0,0,10643,INR,PROCESSED,2026-08-23T09:30:53Z,REF-PAY_3334661D
SET_95C8652E,MERCH_040,1462200,29244,5263,0,1462200,0,-34507,INR,PROCESSED,2026-07-29T01:06:59Z,REF-PAY_BABF7924
SET_833450D0,MERCH_012,824300,16486,2967,0,0,0,804847,INR,PROCESSED,2026-07-16T18:02:49Z,REF-PAY_A38A9EE9-TYPO
SET_769DCC16,MERCH_010,654800,13096,2357,0,0,0,639347,INR,PROCESSED,2026-08-14T19:22:48Z,REF-PAY_E30AA992
SET_DA2EADA9,MERCH_030,1692100,33842,6091,0,0,0,1652167,INR,PROCESSED,2026-07-17T03:43:35Z,REF-PAY_CECBC332
SET_B731CAC2,MERCH_040,1247100,24942,4489,0,0,0,1217719,INR,PROCESSED,2026-07-28T14:43:11Z,REF-PAY_D982987C
SET_FE01CB58,MERCH_028,754100,15082,2714,0,0,0,736304,INR,PROCESSED,2026-08-25T12:02:10Z,REF-PAY_1A3A2B0B
SET_57AFF3FF,MERCH_039,711300,14226,2560,0,0,0,694514,INR,PROCESSED,2026-08-06T08:12:55Z,REF-PAY_35A82EA9
SET_234258A8,MERCH_025,1617100,32342,5821,0,0,0,1578837,INR,PROCESSED,2026-08-21T14:42:02Z,REF-PAY_5BA97EC4
SET_0559BE11,MERCH_033,481700,9634,1734,0,0,0,470332,INR,PROCESSED,2026-08-15T16:06:26Z,REF-PAY_3B2943FB-TYPO
SET_1536CDA7,MERCH_023,904200,18084,3255,0,0,0,882861,INR,PROCESSED,2026-07-16T10:37:22Z,REF-PAY_04694CE8
SET_C5A6F718,MERCH_009,388400,7768,1398,0,0,0,379134,INR,PROCESSED,2026-07-04T09:19:20Z,REF-PAY_F48513F7
SET_6D2F7560,MERCH_002,738100,14762,2657,0,0,0,720681,INR,PROCESSED,2026-08-15T15:29:33Z,REF-PAY_3F646D1D
SET_679E638C,MERCH_018,686200,13724,2470,0,0,0,670006,INR,PROCESSED,2026-08-02T06:33:36Z,REF-PAY_A0246BC5
SET_E77C55E8,MERCH_033,193200,3864,695,0,0,0,188641,INR,PROCESSED,2026-08-18T20:51:04Z,SETTLE-MERCH_033-BULK
SET_4F9A4425,MERCH_017,1784200,35684,6423,0,0,0,1742093,INR,PROCESSED,2026-07-10T23:59:41Z,REF-PAY_E8C8CA7E
SET_2380E984,MERCH_038,440200,8804,1584,0,0,0,429812,INR,PROCESSED,2026-08-16T07:12:07Z,SETTLE-MERCH_038-BULK
SET_FBB66B3E,MERCH_003,588300,11766,2117,0,0,0,574417,INR,PROCESSED,2026-08-09T17:42:49Z,REF-PAY_9CCE342D
SET_5AB4B150,MERCH_022,1140300,22806,4105,0,0,0,1113289,INR,PROCESSED,2026-07-28T19:23:34Z,REF-PAY_B2BC13CB
SET_E6F601C9,MERCH_017,814400,16288,2931,0,0,0,795181,INR,PROCESSED,2026-08-06T02:09:21Z,REF-PAY_FACD9E51
SET_06EE5341,MERCH_016,1229500,24590,4426,0,0,0,1200484,INR,PROCESSED,2026-08-22T20:41:32Z,REF-PAY_90BB7650
SET_B55EFB78,MERCH_033,144800,2896,521,0,0,0,136883,INR,PROCESSED,2026-08-27T20:54:19Z,REF-PAY_DE132FB3
SET_03D95197,MERCH_036,1234300,24686,4443,0,0,0,1205171,INR,PROCESSED,2026-08-17T14:59:30Z,REF-PAY_BB115B3C
SET_C480A328,MERCH_001,1901800,38036,6846,0,0,0,1856918,INR,PROCESSED,2026-08-30T12:58:30Z,REF-PAY_B3D9522E
SET_5C38CE81,MERCH_003,1416400,28328,5099,0,0,0,1382973,INR,PROCESSED,2026-08-21T21:39:48Z,REF-PAY_00F61A7E
SET_9649F4E3,MERCH_039,30000000,600000,108000,0,0,0,29292000,INR,PROCESSED,2026-07-12T14:05:11Z,SETTLE-MERCH_039-HV
SET_A78E4E31,MERCH_022,1429500,28590,5146,0,0,0,1395764,INR,PROCESSED,2026-08-09T01:47:48Z,REF-PAY_D5C35E2F
SET_DB372831,MERCH_033,769700,15394,2770,0,0,0,751536,INR,PROCESSED,2026-07-31T10:50:29Z,REF-PAY_922D0BA0
SET_8660CD7F,MERCH_012,1887400,37748,6794,0,0,0,1842858,INR,PROCESSED,2026-08-26T05:53:17Z,REF-PAY_6112358F
SET_4F919066,MERCH_042,595100,11902,2142,0,0,0,581056,INR,PROCESSED,2026-08-02T17:31:29Z,REF-PAY_DEF05F5F
SET_4A565E55,MERCH_042,1532800,30656,5518,0,0,0,1491726,INR,PROCESSED,2026-08-03T12:11:35Z,REF-PAY_EB1B943E
SET_3533ECD8,MERCH_047,1804900,36098,6497,0,0,0,1745405,INR,PROCESSED,2026-08-17T18:13:19Z,REF-PAY_CAAB21CD
SET_4CA74980,MERCH_030,1897800,37956,6832,0,0,0,1852912,INR,PROCESSED,2026-07-15T13:11:47Z,REF-PAY_3A1FD18E
SET_92364AB3,MERCH_018,131700,2634,474,0,0,0,128592,INR,PROCESSED,2026-08-22T16:20:12Z,REF-PAY_5C993800
SET_BDDA052B,MERCH_015,1866500,37330,6719,0,1866500,0,-44049,INR,PROCESSED,2026-08-20T04:54:13Z,REF-PAY_EE8BFA87
SET_1334852D,MERCH_030,1011500,20230,3641,0,0,0,987629,INR,PROCESSED,2026-09-03T03:07:12Z,REF-PAY_225AF8D6
SET_19F38E1E,MERCH_013,1728000,34560,6220,864000,0,0,823220,INR,PROCESSED,2026-08-08T01:49:21Z,REF-PAY_B31BB765
SET_F7C42588,MERCH_027,943500,18870,3396,0,0,0,921234,INR,PROCESSED,2026-07-20T02:58:56Z,REF-PAY_ED4BBD30
SET_80731528,MERCH_001,609800,12196,2195,0,0,0,595409,INR,PROCESSED,2026-08-01T16:24:39Z,REF-PAY_62A2DC0C
SET_63012262,MERCH_021,791000,15820,2847,0,0,0,772233,INR,PROCESSED,2026-08-28T15:32:43Z,REF-PAY_16B847B1
SET_D0030514,MERCH_013,460200,9204,1656,0,0,0,449390,INR,PROCESSED,2026-08-14T21:06:52Z,REF-PAY_9C3E7FE4
SET_50E64E83,MERCH_030,1624600,32492,5848,0,0,0,1586260,INR,PROCESSED,2026-08-18T08:41:48Z,REF-PAY_336AA436
SET_81F3F2BC,MERCH_008,1476000,29520,5313,0,0,0,1441167,INR,PROCESSED,2026-07-31T20:18:23Z,REF-PAY_F0BF5DD3
SET_3169C124,MERCH_029,781900,15638,2814,0,0,0,763448,INR,PROCESSED,2026-08-22T09:04:36Z,REF-PAY_FDD1ACE5
SET_249F9C2F,MERCH_024,217200,4344,781,0,0,0,212075,INR,PROCESSED,2026-08-18T04:36:45Z,REF-PAY_B77F633A
SET_8BAACE34,MERCH_044,821000,16420,2955,0,0,0,801625,INR,PROCESSED,2026-08-28T03:52:02Z,REF-PAY_7AD947CA
SET_63821AE1,MERCH_014,825100,16502,2970,0,0,0,805628,INR,PROCESSED,2026-07-12T02:36:36Z,REF-PAY_BF13DD55
SET_669DD1EF,MERCH_015,1566700,31334,5640,0,0,0,1529726,INR,PROCESSED,2026-07-07T03:50:36Z,REF-PAY_54B35BB7
SET_2DA4A116,MERCH_024,253000,5060,910,0,0,0,246930,INR,PROCESSED,2026-08-05T06:25:54Z,REF-PAY_2DD25AAD
SET_82125FD5,MERCH_017,1762700,35254,6345,881350,0,0,839751,INR,PROCESSED,2026-07-13T11:31:54Z,REF-PAY_B80EE1E0
SET_D27259AA,MERCH_027,1191800,23836,4290,0,0,0,1163674,INR,PROCESSED,2026-07-16T19:02:08Z,REF-PAY_F9C99E0F
SET_6E7F634A,MERCH_038,1773700,35474,6385,0,0,0,1731841,INR,PROCESSED,2026-07-12T00:54:51Z,REF-PAY_D6ECCAB8
SET_BDA3550A,MERCH_008,342400,6848,1232,0,0,0,334320,INR,PROCESSED,2026-08-01T17:29:18Z,REF-PAY_CF1EA941
SET_E4EDE150,MERCH_048,1626500,32530,5855,0,0,0,1588115,INR,PROCESSED,2026-08-27T08:59:52Z,REF-PAY_F00AB4FE
SET_F159128F,MERCH_045,1040800,20816,3746,520400,0,0,495838,INR,PROCESSED,2026-08-24T19:48:28Z,REF-PAY_77F60B02
SET_4010F928,MERCH_044,807800,16156,2908,0,0,0,788736,INR,PROCESSED,2026-08-07T10:28:59Z,REF-PAY_0552B3F8
SET_0D428927,MERCH_010,589400,11788,2121,0,0,0,536891,INR,PROCESSED,2026-07-10T20:55:35Z,REF-PAY_752C377B
SET_2C0DC429,MERCH_039,357900,7158,1288,178950,0,0,170504,INR,PROCESSED,2026-08-18T22:24:47Z,REF-PAY_AF5828F0
SET_C28A5D04,MERCH_006,350800,7016,1262,0,0,0,342522,INR,PROCESSED,2026-08-13T00:14:51Z,REF-PAY_556C477A
SET_88F67931,MERCH_039,1412100,28242,5083,0,1412100,0,-33325,INR,PROCESSED,2026-08-07T20:49:49Z,REF-PAY_6DCE90C8
SET_D8DB2049,MERCH_002,1739900,34798,6263,0,0,0,1698839,INR,PROCESSED,2026-07-15T13:46:05Z,REF-PAY_BF5345B4
SET_9614E607,MERCH_013,253400,5068,912,0,0,0,247420,INR,PROCESSED,2026-08-28T14:15:40Z,REF-PAY_3CA0B6AA
SET_6E017ABC,MERCH_020,1043700,20874,3757,0,0,0,1019069,INR,PROCESSED,2026-07-20T12:35:34Z,REF-PAY_B0C5532A
SET_997D23EF,MERCH_007,342800,6856,1234,0,0,0,334710,INR,PROCESSED,2026-08-07T11:37:39Z,REF-PAY_FE387322
SET_1A04D01C,MERCH_030,1978400,39568,7122,0,0,0,1931710,INR,PROCESSED,2026-07-24T09:38:09Z,REF-PAY_B9E04DCB
SET_847525A0,MERCH_022,468900,9378,1688,0,0,0,457834,INR,PROCESSED,2026-08-06T21:36:16Z,REF-PAY_7D488D44
SET_2879D790,MERCH_047,1001300,20026,3604,0,0,0,977670,INR,PROCESSED,2026-07-09T06:53:27Z,REF-PAY_DD50E6BF
SET_7A47C1D6,MERCH_030,1922100,38442,6919,961050,0,0,915689,INR,PROCESSED,2026-08-28T22:46:31Z,REF-PAY_6288C62D
SET_715CD150,MERCH_028,495100,9902,1782,0,0,0,483466,INR,PROCESSED,2026-08-12T15:22:41Z,REF-PAY_AE40E73F
SET_C48F6E96,MERCH_009,866800,17336,3120,0,0,0,846394,INR,PROCESSED,2026-08-09T12:42:18Z,REF-PAY_C1B9F082
SET_A45A3F1C,MERCH_022,36100,722,129,0,0,0,35249,INR,PROCESSED,2026-07-03T05:14:47Z,REF-PAY_24D85BD9
SET_0FF49B23,MERCH_008,1640800,32816,5906,0,0,0,1600978,INR,PROCESSED,2026-07-15T00:04:21Z,REF-PAY_0A668595
SET_8FDA21E5,MERCH_014,318800,6376,1147,0,0,0,311277,INR,PROCESSED,2026-07-28T12:49:18Z,REF-PAY_E8A68C90
SET_01425453,MERCH_018,1588400,31768,5718,0,0,0,1550914,INR,PROCESSED,2026-08-09T23:55:23Z,REF-PAY_30BD1064
SET_C6A3FAA0,MERCH_023,34700,694,124,0,0,0,33882,INR,PROCESSED,2026-08-04T04:36:38Z,REF-PAY_3A185FE4
SET_4F2D8295,MERCH_030,63200,1264,227,0,0,0,61709,INR,PROCESSED,2026-08-27T13:58:41Z,REF-PAY_AC52CA6F
SET_005572E8,MERCH_029,91400,1828,329,0,0,0,89243,INR,PROCESSED,2026-08-27T06:25:10Z,REF-PAY_0F269C9B
SET_17932B6E,MERCH_018,1034300,20686,3723,0,0,0,1009891,INR,PROCESSED,2026-08-24T09:12:56Z,REF-PAY_02A2E5FB
SET_E64537C1,MERCH_035,946000,18920,3405,0,0,0,923675,INR,PROCESSED,2026-07-10T06:11:18Z,REF-PAY_383CA960
SET_335644D5,MERCH_020,1612100,32242,5803,0,0,0,1574055,INR,PROCESSED,2026-08-06T09:17:48Z,REF-PAY_BA466622
SET_F2473926,MERCH_033,747300,14946,2690,0,0,0,729714,INR,PROCESSED,2026-07-22T01:16:02Z,REF-PAY_26A9D3F8
SET_A86286D6,MERCH_027,1572900,31458,5662,0,0,0,1535780,INR,PROCESSED,2026-07-10T21:25:18Z,REF-PAY_151722CA
SET_9C6F9074,MERCH_030,1301500,26030,4685,0,0,0,1270785,INR,PROCESSED,2026-08-19T00:30:01Z,REF-PAY_7DE0A2AF
SET_3A8CA5FB,MERCH_045,356500,7130,1283,0,0,0,348087,INR,PROCESSED,2026-08-24T23:32:29Z,REF-PAY_D6FC5F3E
SET_C422EC0F,MERCH_041,1809100,36182,6512,0,0,0,1766306,INR,PROCESSED,2026-08-19T20:15:27Z,REF-PAY_E9AB15EF
SET_8BC28D76,MERCH_044,1108000,22160,3988,0,0,0,1081852,INR,PROCESSED,2026-09-02T17:38:30Z,REF-PAY_8D888C88
SET_8B3D604D,MERCH_040,1731500,34630,6233,0,0,0,1690637,INR,PROCESSED,2026-07-05T06:09:06Z,REF-PAY_B854889D
SET_CD3E9EDD,MERCH_023,1011400,20228,3641,0,0,0,987531,INR,PROCESSED,2026-08-05T18:14:37Z,REF-PAY_231DC0FC
SET_A4807E0B,MERCH_007,50900,1018,183,0,0,0,49699,INR,PROCESSED,2026-07-06T17:59:17Z,REF-PAY_869657D8
SET_BD292D00,MERCH_031,796400,15928,2867,0,0,0,777605,INR,PROCESSED,2026-07-31T23:44:33Z,REF-PAY_9D4F366F
SET_87A24828,MERCH_044,1886800,37736,6792,0,0,0,1842272,INR,PROCESSED,2026-07-07T14:36:41Z,REF-PAY_6DF8169B
SET_E6F00278,MERCH_016,440400,8808,1585,0,0,0,430007,INR,PROCESSED,2026-09-02T14:18:28Z,SETTLE-MERCH_016-BULK
SET_F5E7D4F3,MERCH_028,1473000,29460,5302,0,0,0,1438238,INR,PROCESSED,2026-08-12T16:55:35Z,REF-PAY_C3896F8E
SET_C5A000DB,MERCH_022,1162000,23240,4183,0,0,0,1134577,INR,PROCESSED,2026-07-30T03:10:44Z,SETTLE-MERCH_022-BULK
SET_692BFCE4,MERCH_047,1249200,24984,4497,0,0,0,1219719,INR,PROCESSED,2026-08-01T23:57:31Z,REF-PAY_B27E1280
SET_B706A7DB,MERCH_035,1519800,30396,5471,0,0,0,1483983,INR,PROCESSED,2026-08-08T10:48:10Z,REF-PAY_E6A07643
SET_7F9EA11C,MERCH_010,908900,18178,3272,0,908900,0,-21450,INR,PROCESSED,2026-08-24T04:59:42Z,REF-PAY_B5026376
SET_C30BE83B,MERCH_048,165700,3314,596,0,0,0,161790,INR,PROCESSED,2026-07-30T14:35:17Z,REF-PAY_5D09DC10
SET_ED991C86,MERCH_048,890400,17808,3205,0,0,0,869387,INR,PROCESSED,2026-07-26T22:28:56Z,REF-PAY_ED9C95FD
SET_4303AA9C,MERCH_027,186900,3738,672,0,0,0,182490,INR,PROCESSED,2026-09-02T14:22:55Z,SETTLE-MERCH_027-BULK
SET_41FC2131,MERCH_028,15000000,300000,54000,0,0,0,14646000,INR,PROCESSED,2026-07-14T09:42:50Z,SETTLE-MERCH_028-HV
SET_47DF0DD3,MERCH_022,284100,5682,1022,142050,0,0,135346,INR,PROCESSED,2026-08-23T07:38:06Z,REF-PAY_B78139C1
SET_69C45B48,MERCH_039,1103600,22072,3972,0,0,0,1077556,INR,PROCESSED,2026-08-01T18:41:56Z,REF-PAY_EFD00A36
SET_9BCB258C,MERCH_024,331800,6636,1194,0,0,0,323970,INR,PROCESSED,2026-08-13T02:21:04Z,REF-PAY_74D7C30E
SET_55E4D1C0,MERCH_015,1491100,29822,5367,0,0,0,1455911,INR,PROCESSED,2026-07-03T05:58:00Z,REF-PAY_B7C7F1C5
SET_A5CEC7BC,MERCH_028,823700,16474,2965,0,0,0,780461,INR,PROCESSED,2026-07-23T03:20:30Z,REF-PAY_77AC07E7
SET_CF6C9F1E,MERCH_035,275500,5510,991,0,0,0,268999,INR,PROCESSED,2026-08-22T20:14:21Z,REF-PAY_1166566D
SET_DF44EB28,MERCH_004,1191100,23822,4287,0,0,0,1162991,INR,PROCESSED,2026-08-16T10:20:38Z,REF-PAY_32FE1E37
SET_65BAE984,MERCH_042,1276500,25530,4595,0,0,0,1246375,INR,PROCESSED,2026-07-07T21:53:18Z,REF-PAY_801582F9-TYPO
SET_B1E7F961,MERCH_039,1295700,25914,4664,0,0,0,1265122,INR,PROCESSED,2026-08-22T15:52:17Z,REF-PAY_885CF5A8
SET_B5FF09BE,MERCH_016,1819800,36396,6551,0,0,0,1776853,INR,PROCESSED,2026-08-28T21:49:52Z,REF-PAY_091BCB52
SET_DFB1FF33,MERCH_040,253300,5066,911,0,0,0,247323,INR,PROCESSED,2026-07-12T22:31:38Z,REF-PAY_ABEC3B29
SET_2562A8B4,MERCH_034,58000,1160,208,0,0,0,56632,INR,PROCESSED,2026-07-18T14:47:03Z,REF-PAY_29B5C4C0-TYPO
SET_052A9420,MERCH_027,1045200,20904,3762,0,0,0,1020534,INR,PROCESSED,2026-07-24T20:07:14Z,REF-PAY_F7EF4925
SET_5DA5794C,MERCH_028,1316400,26328,4739,0,0,0,1285233,INR,PROCESSED,2026-08-01T03:05:39Z,REF-PAY_0199B398
SET_13C60914,MERCH_045,1145800,22916,4124,0,0,0,1118810,INR,PROCESSED,2026-07-08T07:05:24Z,REF-PAY_5494BE4D
SET_F699C9A7,MERCH_018,319600,6392,1150,0,0,0,312058,INR,PROCESSED,2026-07-19T05:48:15Z,REF-PAY_3624C6B9
SET_5FD439BC,MERCH_015,378000,7560,1360,0,0,0,361080,INR,PROCESSED,2026-07-23T15:00:31Z,REF-PAY_6563CC3D
SET_BEE9829A,MERCH_017,1636900,32738,5892,0,0,0,1598270,INR,PROCESSED,2026-08-02T09:52:09Z,REF-PAY_388618C6-TYPO
SET_9FF655D6,MERCH_045,235100,4702,846,0,0,0,229452,INR,PROCESSED,2026-07-12T15:44:22Z,REF-PAY_230082D5
SET_0A77F5E2,MERCH_037,535700,10714,1928,267850,0,0,255208,INR,PROCESSED,2026-08-30T03:00:27Z,REF-PAY_849C676F
SET_F5173650,MERCH_035,225100,4502,810,0,0,0,219788,INR,PROCESSED,2026-07-07T15:14:45Z,REF-PAY_29678FCB
SET_F63F40B5,MERCH_046,19100,382,68,0,0,0,18650,INR,PROCESSED,2026-09-01T17:17:20Z,REF-PAY_ACB1CE8D
SET_74526BC8,MERCH_029,1604100,32082,5774,0,0,0,1566244,INR,PROCESSED,2026-07-06T09:58:00Z,REF-PAY_67B18F06
SET_46B91A2C,MERCH_048,972500,19450,3501,486250,0,0,463299,INR,PROCESSED,2026-07-11T03:16:24Z,REF-PAY_32245293
SET_FB162ED0,MERCH_021,1835900,36718,6609,0,0,0,1792573,INR,PROCESSED,2026-07-13T23:09:06Z,REF-PAY_1E512E88
SET_2F53E2B8,MERCH_046,495900,9918,1785,0,0,0,484197,INR,PROCESSED,2026-07-21T06:45:47Z,REF-PAY_94162D5F
SET_925EBBFE,MERCH_010,196000,3920,705,0,0,0,191375,INR,PROCESSED,2026-07-09T00:40:58Z,REF-PAY_6F786FE4
SET_A82CCBDB,MERCH_010,156200,3124,562,0,0,0,152514,INR,PROCESSED,2026-08-25T10:01:03Z,REF-PAY_31E673E1
SET_BA4953B4,MERCH_045,1947400,38948,7010,0,0,0,1901442,INR,PROCESSED,2026-08-15T19:07:07Z,REF-PAY_DC05E5CB
SET_A6C046DE,MERCH_046,74500,1490,268,0,0,0,72742,INR,PROCESSED,2026-07-30T19:54:44Z,REF-PAY_147E8CEA
SET_B51CD364,MERCH_038,998200,19964,3593,0,0,0,974643,INR,PROCESSED,2026-08-11T01:09:50Z,REF-PAY_D3B95910
SET_6BBCB451,MERCH_046,1362800,27256,4906,0,0,0,1330538,INR,PROCESSED,2026-08-13T04:33:32Z,REF-PAY_D061C5E3
SET_8C10A53B,MERCH_003,1232600,24652,4437,0,0,0,1203511,INR,PROCESSED,2026-09-03T08:04:33Z,REF-PAY_E0ED0401
SET_1D26EDDA,MERCH_038,1125900,22518,4053,0,0,0,1099329,INR,PROCESSED,2026-07-13T07:05:32Z,REF-PAY_0EE1308D
SET_D3FEA27D,MERCH_042,965800,19316,3476,0,0,0,943008,INR,PROCESSED,2026-08-10T06:12:51Z,REF-PAY_FC0B564B
SET_F99F037F,MERCH_006,135800,2716,488,0,0,0,132596,INR,PROCESSED,2026-08-04T07:22:27Z,REF-PAY_30C3175B
SET_DCDAD102,MERCH_047,1509300,30186,5433,0,0,0,1473681,INR,PROCESSED,2026-08-05T22:03:48Z,REF-PAY_28281246
SET_9391389B,MERCH_025,1377100,27542,4957,0,0,0,1344601,INR,PROCESSED,2026-07-26T00:33:27Z,REF-PAY_A80AC99A
SET_A95C4DDB,MERCH_018,1734500,34690,6244,867250,0,0,826316,INR,PROCESSED,2026-08-27T15:47:30Z,REF-PAY_EDB1785D
SET_C17B6FBF,MERCH_039,22400,448,80,0,0,0,21922,INR,PROCESSED,2026-08-07T08:44:51Z,REF-PAY_F89DDB39
SET_AFAE3966,MERCH_024,440200,8804,1584,0,0,0,429712,INR,PROCESSED,2026-08-19T10:56:35Z,REF-PAY_A88976BE
SET_08F2E530,MERCH_033,780200,15604,2808,0,0,0,761788,INR,PROCESSED,2026-08-17T16:41:34Z,REF-PAY_F113FD80
SET_B3B407F5,MERCH_015,1726100,34522,6213,0,0,0,1685365,INR,PROCESSED,2026-08-20T14:01:38Z,REF-PAY_7E972B83
