case_id,payment_id,settlement_id,bank_txn_id,anomaly_type,expected_decision,expected_settlement,actual_settlement
CASE_02520,PAY_44363FA1,SET_CEC79AEF,BNK_FAEC0CDD,CLEAN,MATCHED,365760,365760
CASE_02521,PAY_BF787B20,SET_8CFC4B50,BNK_2FC7BD0A,REFERENCE_TYPO,MATCHED,1894021,1894021
CASE_02522,PAY_F1C816C7,SET_14E0CD08,BNK_DE9AF57B,CLEAN,MATCHED,1689465,1689465
CASE_02523,PAY_E2CC1273,SET_2181B23D,BNK_9F6CC343,UNEXPLAINED_DELTA,EXCEPTION,935196,924896
CASE_02524,PAY_0AB8081A,SET_78F1BF3E,BNK_074B4B33,CLEAN,MATCHED,1250964,1250964
CASE_02525,PAY_2EC3F5BF,SET_187C41FC,BNK_EC4BB286,TIMING_DIFFERENCE,MATCHED,1003349,1003349
CASE_02526,PAY_C7287389,SET_AB0B8E3E,BNK_617C5566,CLEAN,MATCHED,1130281,1130281
CASE_02527,PAY_4EF67B97,SET_66A0DACD,BNK_6B63BF1A,CLEAN,MATCHED,913813,913813
CASE_02528,PAY_E0180C72,SET_D0C0A936,BNK_1D17AC66,CLEAN,MATCHED,68446,68446
CASE_02529,PAY_D385B246,SET_CB40A93A,BNK_746A8435,REFERENCE_TYPO,MATCHED,1252526,1252526
CASE_02530,PAY_EF5687BF,SET_77E4C1DC,BNK_ED7F0AAD,TIMING_DIFFERENCE,MATCHED,1391859,1391859
CASE_02531,PAY_DC2F69B3,SET_A08CEFCB,BNK_ABED7B85,CLEAN,MATCHED,1199313,1199313
CASE_02532,PAY_75F6354C,SET_BEA135CA,BNK_0E0DD77B,CLEAN,MATCHED,1278108,1278108
CASE_02533,PAY_FA06FE5C,SET_2C444F1E,BNK_13FE1A62,CLEAN,MATCHED,1453177,1453177
CASE_02534,PAY_661BF5EC,SET_44FFA22D,BNK_4231D171,REFUND,MATCHED,48403,48403
CASE_02535,PAY_988CF64F,SET_2DB1C247,BNK_58A3B002,AMBIGUOUS,REVIEW,1614673,1614673
CASE_02536,PAY_E1F3F725,SET_0A6F3D78,BNK_08E64309,FEE_VARIANCE,EXCEPTION,1420858,1420758
CASE_02537,PAY_74C0A461,SET_AC2FE00E,BNK_F33CEA7B,CLEAN,MATCHED,1165139,1165139
CASE_02538,PAY_01ED83A3,SET_12D39FD4,BNK_858EDAEF,DUPLICATE,REVIEW,1721394,1721394
CASE_02539,PAY_FB6B6746,SET_4A4D985C,BNK_DCD9DF2F,UNEXPLAINED_DELTA,EXCEPTION,1910815,1899815
CASE_02540,PAY_1FBFE3EE,SET_3DB8C9B6,BNK_F10F5D01,CLEAN,MATCHED,475703,475703
CASE_02541,PAY_190CF9EC,SET_B5B1FEBF,BNK_EF392A28,CLEAN,MATCHED,309617,309617
CASE_02542,PAY_6E88D1BE,,,MISSING_SETTLEMENT,EXCEPTION,353067,353067
CASE_02543,PAY_3CF9DAA4,SET_F0DCCB77,BNK_83096080,CLEAN,MATCHED,1876544,1876544
CASE_02544,,SET_EB281667,BNK_9635162C,MISSING_PAYMENT,EXCEPTION,364002,364002
CASE_02545,PAY_0D9E7D45,SET_14689F10,BNK_687B9216,UNEXPLAINED_DELTA,EXCEPTION,30659,5759
CASE_02546,PAY_29681E6A,SET_AA92BF12,BNK_DB0B38C9,REFERENCE_TYPO,MATCHED,1813175,1813175
CASE_02547,PAY_47E9FBD6,SET_79E4A9CE,BNK_1E29D479,CLEAN,MATCHED,170285,170285
CASE_02548,PAY_F61D2637,SET_3CB60531,BNK_64641214,REFERENCE_TYPO,MATCHED,1736040,1736040
CASE_02549,PAY_DD0B4E76,SET_13B9FB9B,BNK_E59EACED,CLEAN,MATCHED,716580,716580
CASE_02550,PAY_D42E946B,SET_3DFE53D9,BNK_03E9DA18,REFERENCE_TYPO,MATCHED,469942,469942
CASE_02551,PAY_66045ED9,SET_551409AE,BNK_BC655DA9,FEE_VARIANCE,EXCEPTION,636711,636611
CASE_02552,,SET_1CECBF6C,BNK_B171BA7B,MISSING_PAYMENT,EXCEPTION,1856527,1856527
CASE_02553,PAY_EC0F72FE,SET_27AE5289,BNK_2F23C1F0,CLEAN,MATCHED,938711,938711
CASE_02554,PAY_86D5B566,SET_30EDFC0C,BNK_70497040,TIMING_DIFFERENCE,MATCHED,1107336,1107336
CASE_02555,PAY_C983591D,SET_8D350E92,BNK_0B2AEA55,CHARGEBACK,MATCHED,-20888,-20888
CASE_02556,PAY_BF07E047,SET_AF4438E2,BNK_E4AEE240,CHARGEBACK,MATCHED,-26988,-26988
CASE_02557,PAY_B51AA002,SET_85CDCCB0,BNK_A9848673,CLEAN,MATCHED,408331,408331
CASE_02558,PAY_18BB602E,SET_F171998F,BNK_9D21A592,TIMING_DIFFERENCE,MATCHED,921527,921527
CASE_02559,PAY_20CE9962,SET_B172EED3,BNK_1905D2D5,CHARGEBACK,MATCHED,-41380,-41380
CASE_02560,PAY_5C4129D4,SET_49BF3BD5,BNK_A6ED3FEF,UNEXPLAINED_DELTA,EXCEPTION,217835,201335
CASE_02561,PAY_D7AA73F5,SET_47905D2C,BNK_8E1DA1AA,CLEAN,MATCHED,1784079,1784079
CASE_02562,PAY_996671FF,SET_9F6F6AF8,BNK_391436B4,TIMING_DIFFERENCE,MATCHED,1197555,1197555
CASE_02563,PAY_C2C91B31,SET_5310071B,BNK_9231ED90,HIGH_VALUE_ANOMALY,REVIEW,58584000,58584000
CASE_02564,PAY_03A8C8FD,SET_5AF296DF,BNK_BBFC16A7,CLEAN,MATCHED,54581,54581
CASE_02565,PAY_16AD3E48,SET_D85599C8,BNK_587EF422,FEE_VARIANCE,EXCEPTION,1468897,1468797
CASE_02566,PAY_32A09EF8,SET_7EB100FB,BNK_8FF424FC,TAX_VARIANCE,EXCEPTION,337737,337787
CASE_02567,PAY_16E03D82,SET_7BE9A766,BNK_BB1FFE5A,FEE_VARIANCE,EXCEPTION,1786129,1786029
CASE_02568,PAY_B9194131,SET_A142F2C4,BNK_CEBA45AB,AMBIGUOUS,REVIEW,1642598,1642598
CASE_02569,PAY_7B5015B4,SET_AD7AB991,BNK_5A107003,CLEAN,MATCHED,1233682,1233682
CASE_02570,PAY_5D3D1AC6,SET_142E6E2C,BNK_C6BBA1BA,CHARGEBACK,MATCHED,-29452,-29452
CASE_02571,PAY_CCC24CE7,,,MISSING_SETTLEMENT,EXCEPTION,1096400,1096400
CASE_02572,PAY_C245AB35,SET_4E0BD239,BNK_9A14DF72,TIMING_DIFFERENCE,MATCHED,320064,320064
CASE_02573,PAY_DBAC84D2,SET_122C798D,BNK_D60CA106,CHARGEBACK,MATCHED,-40660,-40660
CASE_02574,PAY_C169ECD2,SET_A39BD130,BNK_52F8F17F,UNEXPLAINED_DELTA,EXCEPTION,1338450,1292650
CASE_02575,PAY_1076ACB1,SET_08F9963A,BNK_B88DF7D1,CLEAN,MATCHED,844196,844196
CASE_02576,PAY_9FD13683,SET_2F9F5723,BNK_45701A33,CLEAN,MATCHED,833260,833260
CASE_02577,PAY_FB01575E,SET_CD3BB6B2,BNK_6FC72DBD,TAX_VARIANCE,EXCEPTION,104280,104330
CASE_02578,PAY_0D7AE4D4,SET_69D617E8,BNK_3BF9B6F0,TAX_VARIANCE,EXCEPTION,762667,762717
CASE_02579,PAY_53080DEA,,,MISSING_SETTLEMENT,EXCEPTION,19138,19138
CASE_02580,PAY_605A0FCE,SET_94B59372,BNK_13F5BFA9,TIMING_DIFFERENCE,MATCHED,665319,665319
CASE_02581,PAY_82B6EB33,SET_4ACAB34B,BNK_73A91C57,TIMING_DIFFERENCE,MATCHED,1599051,1599051
CASE_02582,PAY_12A1803F,SET_C0A5A070,BNK_5DBE0696,CLEAN,MATCHED,122441,122441
CASE_02583,PAY_FB57CB24,SET_C5240036,BNK_B5CE6C10,DUPLICATE,REVIEW,1183300,1183300
CASE_02584,PAY_5D6DB6BF,SET_03F1C8C5,BNK_BE3230A5,DUPLICATE,REVIEW,38959,38959
CASE_02585,PAY_8512E8BE,SET_229BD902,BNK_88862B2B,CLEAN,MATCHED,1180761,1180761
CASE_02586,PAY_C6BA6974,SET_60EFD34D,BNK_FE7420DD,CLEAN,MATCHED,214906,214906
CASE_02587,PAY_6E619E7B,SET_A6D05705,BNK_7359EFFE,OTHER,MATCHED,1493209,1493209
CASE_02588,PAY_4A4D958F,SET_3F4B22A6,BNK_97A40FBA,CLEAN,MATCHED,995733,995733
CASE_02589,,SET_0E82E583,BNK_0B6710C8,MISSING_PAYMENT,EXCEPTION,1727740,1727740
CASE_02590,PAY_54FA4566,SET_22C4BB97,BNK_550FCCD3,TIMING_DIFFERENCE,MATCHED,1507855,1507855
CASE_02591,PAY_47DF143B,SET_F4A5F0C9,BNK_2CE5E0DE,CLEAN,MATCHED,1805364,1805364
CASE_02592,PAY_34F1B227,SET_058B5D37,BNK_8A842201,CLEAN,MATCHED,627826,627826
CASE_02593,PAY_0B4D6CDA,SET_59EC5628,BNK_30E61923,CLEAN,MATCHED,1566048,1566048
CASE_02594,PAY_0B1291E5,SET_E4D42490,BNK_B4F7B434,TIMING_DIFFERENCE,MATCHED,414287,414287
CASE_02595,PAY_EE547F1D,SET_2636B7FD,BNK_D2A69726,UNEXPLAINED_DELTA,EXCEPTION,816271,796371
CASE_02596,PAY_1A2C220F,SET_7540AE07,BNK_9D1EFBB2,CLEAN,MATCHED,1069354,1069354
CASE_02597,PAY_E341F115,SET_77EE0E1B,BNK_8FA4A303,CLEAN,MATCHED,1875274,1875274
CASE_02598,PAY_96A0556A,SET_EA96328E,BNK_6BBE6388,DUPLICATE,REVIEW,1403673,1403673
CASE_02599,PAY_37A8FF1E,SET_728D8AC9,BNK_0665B7C0,CLEAN,MATCHED,1591923,1591923
CASE_02600,PAY_346CEE3D,SET_1D233107,BNK_5F617F5F,CLEAN,MATCHED,1491744,1491744
CASE_02601,PAY_1C36F7F3,SET_D6D5144C,BNK_D4E82404,CLEAN,MATCHED,1728521,1728521
CASE_02602,PAY_0D35EDB5,SET_A1CC529C,BNK_BAA9CFF0,DUPLICATE,REVIEW,1354365,1354365
CASE_02603,PAY_F7E2D1F7,SET_E2D2FF96,BNK_4AE5F887,FEE_VARIANCE,EXCEPTION,559087,558987
CASE_02604,PAY_4B2A9CE9,SET_99942979,BNK_B8C883EF,REFERENCE_TYPO,MATCHED,633879,633879
CASE_02605,PAY_3DD9A8CE,SET_F9B18CE3,BNK_C358C5CB,CLEAN,MATCHED,412432,412432
CASE_02606,PAY_4D11C7DA,SET_7FAB9EFD,BNK_64F821C8,CLEAN,MATCHED,1377017,1377017
CASE_02607,PAY_8D5047D6,SET_B1227C8A,BNK_CBA18DD9,REFERENCE_TYPO,MATCHED,505580,505580
CASE_02608,PAY_ADB505E0,SET_9AE67388,BNK_C5F764E8,CLEAN,MATCHED,1816007,1816007
CASE_02609,PAY_81D4FCE1,,,MISSING_SETTLEMENT,EXCEPTION,765303,765303
CASE_02610,PAY_56F10D9D,SET_7B007A0B,BNK_72705B72,CLEAN,MATCHED,395345,395345
CASE_02611,PAY_BBB428BA,,,MISSING_SETTLEMENT,EXCEPTION,1259166,1259166
CASE_02612,PAY_73F1420A,SET_08360525,BNK_4E38F3A4,UNEXPLAINED_DELTA,EXCEPTION,1047287,1004387
CASE_02613,PAY_C1F85093,SET_74352CEE,BNK_47238A26,CLEAN,MATCHED,1054708,1054708
CASE_02614,PAY_96785C8C,SET_A13E4683,BNK_AD30E701,TAX_VARIANCE,EXCEPTION,1469678,1469728
CASE_02615,PAY_03F63BAC,SET_D32BD2B4,BNK_8D1CD827,DUPLICATE,REVIEW,1729498,1729498
CASE_02616,PAY_ECA10C73,SET_BF3F340C,BNK_3AF5EBA7,CLEAN,MATCHED,963610,963610
CASE_02617,PAY_4E524F14,SET_53A77D55,BNK_82532768,ONE_TO_MANY,MATCHED,1385512,1385512
CASE_02618,PAY_55CE54B0,SET_8A29F426,BNK_1B212854,CLEAN,MATCHED,396028,396028
CASE_02619,PAY_55907AA2,SET_E838848D,BNK_96630EFB,UNEXPLAINED_DELTA,EXCEPTION,1068963,1065363
CASE_02620,PAY_BE68F963,SET_D7F7434D,BNK_3F9D9C2B,CLEAN,MATCHED,1070818,1070818
CASE_02621,PAY_94EF1890,SET_E67CF799,BNK_D4E9CA80,CLEAN,MATCHED,176143,176143
CASE_02622,PAY_53FAB6D1,SET_F48A8765,BNK_EE9D69B8,CLEAN,MATCHED,1522403,1522403
CASE_02623,PAY_16792C97,SET_581D4262,BNK_3A88CD62,REFUND,MATCHED,565773,565773
CASE_02624,PAY_D227474F,SET_D16CC457,BNK_A70F3316,OTHER,MATCHED,952869,952869
CASE_02625,PAY_F5F50078,SET_549DFE2B,BNK_55F10E32,CLEAN,MATCHED,988117,988117
CASE_02626,PAY_9B984B3A,SET_8B876BCB,BNK_CF0F0678,AMBIGUOUS,REVIEW,1146001,1146001
CASE_02627,PAY_C5A5F519,SET_3C6892C9,BNK_8F8FB802,CLEAN,MATCHED,1756154,1756154
CASE_02628,PAY_D33CB695,,,MISSING_SETTLEMENT,EXCEPTION,1760254,1760254
CASE_02629,PAY_90B239CF,SET_6BB18B44,BNK_3A6D9434,CLEAN,MATCHED,364491,364491
CASE_02630,PAY_833355BD,SET_FC79962A,BNK_64F47ACA,TIMING_DIFFERENCE,MATCHED,1198434,1198434
CASE_02631,PAY_85B8BB1E,SET_55573891,BNK_31F6E2F6,CLEAN,MATCHED,616597,616597
CASE_02632,PAY_F3FFA24F,SET_56110FAB,BNK_5FB8A64A,REFERENCE_TYPO,MATCHED,1631272,1631272
CASE_02633,PAY_79D0E90B,SET_CD07CA29,BNK_696D2AE6,OTHER,MATCHED,1335911,1335911
CASE_02634,PAY_4E9C4ED6,SET_405976D1,BNK_D91151AE,CLEAN,MATCHED,1724518,1724518
CASE_02635,PAY_10BA7129,SET_3356283C,BNK_BE824945,CLEAN,MATCHED,534775,534775
CASE_02636,PAY_1C7E567C,SET_C206C3B9,BNK_70C36AA0,DUPLICATE,REVIEW,1301542,1301542
CASE_02637,PAY_082E0426,SET_1F8E5E73,BNK_ADABF9B4,AMBIGUOUS,REVIEW,1929757,1929757
CASE_02638,PAY_CFFB3FEA,SET_D126E7CE,BNK_D56EFF55,CLEAN,MATCHED,602927,602927
CASE_02639,PAY_0A9D5930,SET_20628EC6,BNK_22DC9113,ONE_TO_MANY,MATCHED,1496529,1496529
CASE_02640,PAY_3A2DFFED,SET_8E3956D1,BNK_F591D267,FEE_VARIANCE,EXCEPTION,1920482,1920382
CASE_02641,PAY_45F09D2B,SET_8F45FB47,BNK_E23F760B,CLEAN,MATCHED,1129500,1129500
CASE_02642,PAY_7D64692D,SET_3B409123,BNK_56B9E34D,CLEAN,MATCHED,1460988,1460988
CASE_02643,PAY_731EE81B,SET_4B42BA69,BNK_DC8BD7DA,DUPLICATE,REVIEW,594726,594726
CASE_02644,PAY_D6C6176C,SET_1C824C5D,BNK_64EE94D1,CLEAN,MATCHED,589551,589551
CASE_02645,,SET_DE77AD6C,BNK_01F85E64,MISSING_PAYMENT,EXCEPTION,75379,75379
CASE_02646,PAY_6FDBD0B0,SET_222E8FAB,BNK_0B5B7986,CLEAN,MATCHED,1938936,1938936
CASE_02647,PAY_CBA4B35A,SET_A2D84565,BNK_42467A47,CLEAN,MATCHED,1605202,1605202
CASE_02648,PAY_31304853,SET_94E4E54D,BNK_E6E5992B,CLEAN,MATCHED,1729986,1729986
CASE_02649,PAY_9BC4D7FF,SET_B6BA07AF,BNK_25AC4139,OTHER,MATCHED,1928781,1928781
CASE_02650,PAY_05E30492,SET_809E923C,BNK_6C4B3AC6,CLEAN,MATCHED,1399865,1399865
CASE_02651,PAY_3DB0DC58,SET_03736D73,BNK_19A61DC3,DUPLICATE,REVIEW,77917,77917
CASE_02652,PAY_647C163A,SET_CE830750,BNK_920984D4,CLEAN,MATCHED,31929,31929
CASE_02653,PAY_3A1387EE,SET_04782E97,BNK_ED6B4CCD,UNEXPLAINED_DELTA,EXCEPTION,291261,273561
CASE_02654,PAY_CCBA7008,SET_ECD40B3B,BNK_5DF4B552,CLEAN,MATCHED,841462,841462
CASE_02655,,SET_25DDB959,BNK_203FFD00,MISSING_PAYMENT,EXCEPTION,1342843,1342843
CASE_02656,PAY_BAA8AE76,SET_D694A667,BNK_4A24B73E,REFERENCE_TYPO,MATCHED,984993,984993
CASE_02657,PAY_9CCADE8E,SET_33A4819C,BNK_F4D5F7BA,CLEAN,MATCHED,891844,891844
CASE_02658,PAY_CADD097B,,,MISSING_SETTLEMENT,EXCEPTION,741772,741772
CASE_02659,PAY_FD03E307,,,MISSING_SETTLEMENT,EXCEPTION,1657147,1657147
CASE_02660,PAY_AC3C49EC,SET_62441237,BNK_EB333538,REFUND,MATCHED,505270,505270
CASE_02661,PAY_322F8166,SET_F60C5988,BNK_5C2F9D08,REFUND,MATCHED,748997,748997
CASE_02662,PAY_D66EADBB,SET_B868A5E2,BNK_8AEE6C83,CLEAN,MATCHED,1537635,1537635
CASE_02663,PAY_962D6ED0,SET_EDE94F33,BNK_E6238202,CLEAN,MATCHED,1244129,1244129
CASE_02664,PAY_6B89D2E6,SET_FBBDF2B8,BNK_AF70D593,CLEAN,MATCHED,1849302,1849302
CASE_02665,PAY_B2DB2F2C,SET_82756320,BNK_4683B24A,UNEXPLAINED_DELTA,EXCEPTION,239902,200002
CASE_02666,PAY_123051CA,SET_A51DC622,BNK_AD9B7D98,ONE_TO_MANY,MATCHED,1237978,1237978
CASE_02667,PAY_95E7C038,SET_89BD6CAA,BNK_BAC0ABB5,TIMING_DIFFERENCE,MATCHED,985383,985383
CASE_02668,PAY_6EEC4D39,SET_F7259FC4,BNK_E726E7D0,CLEAN,MATCHED,191765,191765
CASE_02669,PAY_CE46388A,SET_797494E2,BNK_3091B185,CLEAN,MATCHED,1456106,1456106
CASE_02670,PAY_12924CFD,SET_153A602F,BNK_AD6E62A5,CLEAN,MATCHED,426199,426199
CASE_02671,PAY_75A52942,SET_1D08647A,BNK_22B66999,CHARGEBACK,MATCHED,-19290,-19290
CASE_02672,PAY_51F9AD86,SET_D8F6F093,BNK_2327CD7E,OTHER,MATCHED,1016042,1016042
CASE_02673,PAY_3EE0110C,SET_C9A9F5A6,BNK_37C4E1B1,CLEAN,MATCHED,821153,821153
CASE_02674,PAY_1303D70D,SET_1C7BBA6F,BNK_24A66761,CLEAN,MATCHED,371521,371521
CASE_02675,PAY_F56CE091,SET_4A2FFDF5,BNK_76E9C338,CLEAN,MATCHED,1927414,1927414
CASE_02676,PAY_CA7905D0,,,MISSING_SETTLEMENT,EXCEPTION,570218,570218
CASE_02677,PAY_CF81581E,SET_C9C0A9E9,BNK_17CEC7E2,CLEAN,MATCHED,1891678,1891678
CASE_02678,PAY_8647D9F3,SET_B077505F,BNK_8FF4725F,TAX_VARIANCE,EXCEPTION,844977,845027
CASE_02679,PAY_AE4FEE06,SET_4B018550,BNK_6C7A69FB,CLEAN,MATCHED,1442924,1442924
CASE_02680,PAY_10C478BF,SET_576B94ED,BNK_324C1ECB,TIMING_DIFFERENCE,MATCHED,1929562,1929562
CASE_02681,PAY_103C384C,SET_4765A0D4,BNK_A1CC449A,DUPLICATE,REVIEW,1524161,1524161
CASE_02682,PAY_DDAB5C87,SET_A3163DC4,BNK_3B4AA645,TIMING_DIFFERENCE,MATCHED,1378775,1378775
CASE_02683,PAY_5558FDF6,SET_4D5C3798,BNK_F4E8CDB6,CLEAN,MATCHED,542586,542586
CASE_02684,PAY_8CCEDAC0,SET_03BF44CB,BNK_3741C334,FEE_VARIANCE,EXCEPTION,751731,751631
CASE_02685,PAY_2376C3C3,SET_4D3A9FCA,BNK_4EFD29A9,CLEAN,MATCHED,431081,431081
CASE_02686,PAY_EF96664D,SET_12EB2760,BNK_90BA8D60,CLEAN,MATCHED,456272,456272
CASE_02687,PAY_AE06FDB5,SET_6302D21D,BNK_81B11C5B,FEE_VARIANCE,EXCEPTION,1217864,1217764
CASE_02688,PAY_5AE08B4E,SET_0992916C,BNK_97BDA00A,UNEXPLAINED_DELTA,EXCEPTION,1277815,1267415
CASE_02689,PAY_8D9A0801,SET_4E9F35D2,BNK_66195CE3,OTHER,MATCHED,164036,164036
CASE_02690,PAY_D9B4FC1E,SET_87F5F242,BNK_32DE2B3D,CLEAN,MATCHED,491618,491618
CASE_02691,PAY_E6D79CE8,SET_5104B44A,BNK_BD0D0FE2,CLEAN,MATCHED,1925461,1925461
CASE_02692,PAY_5642B885,SET_C71F41A2,BNK_320C9697,AMBIGUOUS,REVIEW,1150102,1150102
CASE_02693,PAY_E375F042,SET_8A162D87,BNK_99FD9EC4,CLEAN,MATCHED,152807,152807
CASE_02694,PAY_F53364A6,SET_DDEEEE5E,BNK_E2B4DA89,CLEAN,MATCHED,718826,718826
CASE_02695,PAY_6CD2BA9D,SET_C5C772FD,BNK_F4ED54C8,REFUND,MATCHED,802496,802496
CASE_02696,PAY_FA057AAD,SET_7417853B,BNK_D8777489,OTHER,MATCHED,1581866,1581866
CASE_02697,PAY_94C6C346,SET_DE685636,BNK_1C09CDCB,CLEAN,MATCHED,1729595,1729595
CASE_02698,PAY_6E2CC3A9,SET_A0FE7AB2,BNK_4E5314A1,CLEAN,MATCHED,329438,329438
CASE_02699,PAY_8C0C9CAC,SET_5678F67A,BNK_5C5EE878,CLEAN,MATCHED,1803411,1803411
CASE_02700,PAY_AA5F6055,SET_18EA9F77,BNK_A9783E5E,CLEAN,MATCHED,153979,153979
CASE_02701,PAY_8E245AB3,SET_12DAE33D,BNK_A3F7ECE5,OTHER,MATCHED,10155,10155
CASE_02702,PAY_8FD6E0ED,SET_06C977E8,BNK_11645D95,REFERENCE_TYPO,MATCHED,1570833,1570833
CASE_02703,PAY_466D5C3C,SET_ACF32DEE,BNK_F5D0024B,CLEAN,MATCHED,83971,83971
CASE_02704,PAY_8389AB5D,SET_FB04E0A8,BNK_C5211643,CLEAN,MATCHED,698615,698615
CASE_02705,PAY_AB36019E,SET_D9B6A20A,BNK_D12BCD21,FEE_VARIANCE,EXCEPTION,688070,687970
CASE_02706,PAY_9E1C034D,SET_984D8A09,BNK_B1618A34,CLEAN,MATCHED,408819,408819
CASE_02707,PAY_150FE564,SET_A1A8A525,BNK_BB09D89A,REFERENCE_TYPO,MATCHED,1537538,1537538
CASE_02708,PAY_E76DAC5A,SET_1DCFC78C,BNK_4CF0BA5C,CLEAN,MATCHED,849664,849664
CASE_02709,PAY_6112756A,SET_F64A7D9C,BNK_A525E067,CLEAN,MATCHED,1436675,1436675
CASE_02710,PAY_FCDC97E7,SET_B24A69C4,BNK_27BDD021,CLEAN,MATCHED,1315602,1315602
CASE_02711,PAY_A21735B3,SET_EEBD42B9,BNK_C12A761E,ONE_TO_MANY,MATCHED,618062,618062
CASE_02712,PAY_F7668ECC,SET_20E58107,BNK_615648F5,CLEAN,MATCHED,1047775,1047775
CASE_02713,PAY_E784D342,SET_40E8546C,BNK_2C725B28,CLEAN,MATCHED,375817,375817
CASE_02714,PAY_6B489B53,SET_0513DEC2,BNK_6286D710,CLEAN,MATCHED,275638,275638
CASE_02715,PAY_0D8F3D55,SET_E5508546,BNK_D4F9D4F9,CLEAN,MATCHED,274955,274955
CASE_02716,PAY_B1F19794,SET_99F45B1E,BNK_37E91497,ONE_TO_MANY,MATCHED,335882,335882
CASE_02717,PAY_ED9AE98C,,,MISSING_SETTLEMENT,EXCEPTION,348575,348575
CASE_02718,PAY_75649619,SET_7EEF0F56,BNK_A463E2B2,FEE_VARIANCE,EXCEPTION,263433,263333
CASE_02719,PAY_5E11991E,SET_EA5CB4BB,BNK_2D795C22,CLEAN,MATCHED,1785738,1785738
CASE_02720,PAY_AC80888E,SET_FFA1037D,BNK_14653C0E,DUPLICATE,REVIEW,901218,901218
CASE_02721,PAY_0D06B9E6,SET_3910E78E,BNK_DE258FC0,TAX_VARIANCE,EXCEPTION,1212201,1212251
CASE_02722,PAY_90452E3F,SET_BC790612,BNK_D418653E,CLEAN,MATCHED,1880547,1880547
CASE_02723,PAY_116A9611,SET_2913CD52,BNK_D9BBA890,CLEAN,MATCHED,1106262,1106262
CASE_02724,PAY_9FDA3538,SET_E75305F4,BNK_A3FA6DBE,OTHER,MATCHED,1366082,1366082
CASE_02725,PAY_A1142235,SET_CF49FEA3,BNK_D05E0D71,ONE_TO_MANY,MATCHED,690022,690022
CASE_02726,PAY_A14BAE1B,SET_EA284E43,BNK_A5140E10,CLEAN,MATCHED,687679,687679
CASE_02727,PAY_C9E22AA4,SET_82A95610,BNK_EEB4474E,REFERENCE_TYPO,MATCHED,1143267,1143267
CASE_02728,PAY_0140FFD1,SET_86148BD4,BNK_7F01C647,TIMING_DIFFERENCE,MATCHED,1622875,1622875
CASE_02729,,SET_7BDA18CD,BNK_9FCEF77E,MISSING_PAYMENT,EXCEPTION,131033,131033
CASE_02730,PAY_053DFC54,SET_CB64729B,BNK_4AD6050B,UNEXPLAINED_DELTA,EXCEPTION,1593388,1567788
CASE_02731,PAY_E64681F5,SET_22B01DEE,BNK_D68AA35B,AMBIGUOUS,REVIEW,1499556,1499556
CASE_02732,PAY_1EB1C899,SET_7856C1C3,BNK_715C3B42,CLEAN,MATCHED,976498,976498
CASE_02733,PAY_86C3219B,SET_45945317,BNK_ECF52F11,CLEAN,MATCHED,756808,756808
CASE_02734,PAY_D94FB10A,SET_DB974523,BNK_FCED281C,CLEAN,MATCHED,1396057,1396057
CASE_02735,PAY_D884C2D3,SET_58C0F6ED,BNK_438C3713,TIMING_DIFFERENCE,MATCHED,624311,624311
CASE_02736,PAY_F8B0AFB3,SET_F8A73497,BNK_E97B19D6,CLEAN,MATCHED,1076189,1076189
CASE_02737,PAY_D0E4C145,SET_B40D0D8A,BNK_B1980039,OTHER,MATCHED,1557651,1557651
CASE_02738,PAY_E2A5B3A7,SET_281C469B,BNK_3B055595,OTHER,MATCHED,1231827,1231827
CASE_02739,PAY_49232518,SET_9CC05EF8,BNK_7C4E8899,TAX_VARIANCE,EXCEPTION,1286798,1286848
CASE_02740,PAY_2DB2E39D,SET_C31B79B0,BNK_88BDF791,CLEAN,MATCHED,1342160,1342160
CASE_02741,PAY_550A7942,SET_F078CE28,BNK_E74CB0CA,CLEAN,MATCHED,303563,303563
CASE_02742,PAY_D41D5886,SET_BD3AF846,BNK_7B7DB890,REFUND,MATCHED,526804,526804
CASE_02743,PAY_C556D559,SET_8724B4B4,BNK_D9B621E4,CLEAN,MATCHED,1138190,1138190
CASE_02744,PAY_735532EC,SET_861BD428,BNK_0817F412,FEE_VARIANCE,EXCEPTION,481854,481754
CASE_02745,PAY_49A64BCE,,,MISSING_SETTLEMENT,EXCEPTION,1593485,1593485
CASE_02746,PAY_BFF3A59B,SET_D976D053,BNK_0C8FCE23,CHARGEBACK,MATCHED,-20616,-20616
CASE_02747,PAY_C0839493,SET_97496A88,BNK_6CBF2DB0,TAX_VARIANCE,EXCEPTION,227013,227063
CASE_02748,PAY_C75A926F,SET_668AEA89,BNK_C70E0C3F,TIMING_DIFFERENCE,MATCHED,1210346,1210346
CASE_02749,PAY_5BCEA531,SET_FD98071D,BNK_ABD2CE49,UNEXPLAINED_DELTA,EXCEPTION,897410,870610
CASE_02750,PAY_8A45ED55,SET_962D33F9,BNK_A60FDFE3,TIMING_DIFFERENCE,MATCHED,1736333,1736333
CASE_02751,PAY_66760C52,SET_8BB20252,BNK_12EBBEF9,CLEAN,MATCHED,255427,255427
CASE_02752,PAY_8B496479,SET_C38804A1,BNK_22FAFDF7,TIMING_DIFFERENCE,MATCHED,126640,126640
CASE_02753,PAY_86F51EEB,SET_51FBCB0C,BNK_C9BE8BD6,CLEAN,MATCHED,22360,22360
